id,tipo,titulo,diretor,elenco,pais,adicionado_em,ano_lancamento,classificacao,genero,data_lancamento,duracao_em_min,temporadas,estacao
s6925,Movie,Hard Tide,Nathanael Wiseman,"Nathanael Wiseman, Ralph Brown, Oliver Stark, Leroy Kincaide, Sean Cronin",Não Informado,2017-09-06,2015,18,"Dramas, Independent Movies",2015-07-09,79.0,,Inverno
s6926,Movie,Hardcore Henry,Ilya Naishuller,"Andrey Dementyev, Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth","Russia, China, United States of America",2020-08-01,2015,16,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2015-09-12,96.0,,Primavera
s6927,Movie,Harlem Globetrotters: The Team That Changed the World,Michael Sear,"Chuck D, Larry Brown, Geese Ausbie, Timuel Black, John Chaney",Não Informado,2019-11-01,2005,14,"Documentaries, Sports Movies",2005-02-23,55.0,,Verão
s6928,Movie,Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,"John Cho, Kal Penn, Neil Patrick Harris, Rob Corddry, Roger Bart",US,2019-10-01,2008,16,"Comedies, Cult Movies",2008-04-25,101.0,,Outono
s6929,Movie,Harold & Kumar Go to White Castle,Danny Leiner,"John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz",US,2020-01-01,2004,16,"Comedies, Cult Movies",2004-07-02,88.0,,Inverno
s6930,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,"Lillian Michelson, Danny DeVito, Francis Ford Coppola, Mel Brooks, Anahid Nazarian",US,2018-11-25,2015,14,Documentaries,2017-02-01,95.0,,Verão
s6931,TV Show,Harold Shipman - Driven to Kill,Não Informado,Harold Shipman,GB,2019-02-01,2014,14,"British TV Shows, Crime TV Shows, Docuseries",2014-04-17,,1.0,Outono
s6932,Movie,Harriet the Spy: Blog Wars,Ron Oliver,"Jennifer Stone, Vanessa Morgan, Wesley Morgan, Kiana Madeira, Kristin Booth","CA, US",2018-04-15,2010,Livre,"Children & Family Movies, Comedies",2010-03-26,87.0,,Outono
s6933,TV Show,Harry & Bunnie,Não Informado,Não Informado,MY,2017-10-15,2017,10,"Kids' TV, TV Comedies",2016-05-20,,1.0,Outono
s6934,Movie,Harry and Snowman,Ron Davis,Não Informado,Não Informado,2017-01-15,2015,10,"Documentaries, Sports Movies",2015-04-11,83.0,,Outono
s6935,Movie,Harry Benson: Shoot First,Justin Bare,"Harry Benson, Carl Bernstein, Bryant Gumbel, Joe Namath, James L. Brooks",Não Informado,2017-05-01,2016,Não Classificado,Documentaries,2016-11-04,90.0,,Primavera
s6936,TV Show,Hart of Dixie,Não Informado,"Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel, Tim Matheson",US,,2014,10,"TV Comedies, TV Dramas",2011-09-26,,4.0,Primavera
s6937,Movie,Haseena Maan Jaayegi,David Dhawan,"Govinda, Sanjay Dutt, Karisma Kapoor, Pooja Batra, Kader Khan",IN,2018-03-01,1999,10,"Action & Adventure, Comedies, Dramas",1999-06-25,151.0,,Inverno
s6938,TV Show,Hati Perempuan,Não Informado,"Hafeez Mikail, Nadzmi Adhwa, Bella Nazari, Mia Ahmad, Saharul Ridzwan",MY,2017-08-21,2015,14,"International TV Shows, Romantic TV Shows, TV Dramas",2015-03-30,,1.0,Outono
s6939,Movie,Haunters: The Art of the Scare,Jon Schnitzer,"Russ McKamey, Carol Schultz, Shar Mayer, Donald Julson, Jason Blum",Não Informado,2018-01-02,2017,18,"Documentaries, Horror Movies",2017-09-05,89.0,,Primavera
s6940,Movie,Haunting on Fraternity Row,Brant Sersen,"Jacob Artist, Jayson Blair, Molly Tarlov, Shanley Caswell, Claudia Lee",US,2019-03-01,2018,18,"Horror Movies, Independent Movies",2018-11-02,99.0,,Primavera
s6941,Movie,Have You Seen the Listers?,Eddie Martin,Anthony Lister,AU,2019-02-01,2017,18,"Documentaries, International Movies",2018-04-05,86.0,,Outono
s6942,TV Show,Haven,Não Informado,"Hikaru Midorikawa, Koji Yusa, Mikako Takahashi, Mai Nakahara, Jouji Nakata",JP,,2015,14,"Classic & Cult TV, TV Horror, TV Mysteries",2016-04-08,,5.0,Outono
s6943,Movie,Havenhurst,Andrew C. Erin,"Julie Benz, Fionnula Flanagan, Belle Shouse, Josh Stamberg, Danielle Harris",US,2017-06-10,2016,18,"Horror Movies, Thrillers",2016-08-22,85.0,,Inverno
s6944,Movie,Haywire,Steven Soderbergh,"Gina Carano, Michael Fassbender, Channing Tatum, Michael Douglas, Antonio Banderas","US, IE",2020-03-01,2011,16,Action & Adventure,2011-11-01,93.0,,Primavera
s6945,Movie,He Named Me Malala,Davis Guggenheim,"Malala Yousafzai, Ziauddin Yousafzai, Toor Pekai Yousafzai, Khushal Yousafzai, Atal Yousafzai","AE, US",2018-06-01,2015,12,Documentaries,2015-09-12,89.0,,Primavera
s6946,Movie,He's Out There,Dennis Iliadis,"Yvonne Strahovski, Justin Bruening, Abigail Pniowsky, Julian Bailey, Anna Pniowsky",US,2019-01-12,2018,16,"Horror Movies, Thrillers",2018-10-25,89.0,,Primavera
s6947,Movie,Head Count,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Chelcie May, Bevin Bru, Cooper Rowe",US,2019-09-13,2018,18,"Horror Movies, Independent Movies",2019-06-14,90.0,,Inverno
s6948,Movie,Head On,Ana Kokkinos,"Alex Dimitriades, Paul Capsis, Julian Garner, Elena Mandalis, Tony Nikolakopoulos",AU,2018-08-25,1998,18,"Dramas, Independent Movies, LGBTQ Movies",1998-08-13,104.0,,Inverno
s6949,Movie,Heal,Kelly Noonan,"Deepak Chopra, Marianne Williamson, Anita Moorjani, Bruce H. Lipton, Michael Beckwith",US,2019-02-01,2017,14,Documentaries,2017-10-20,107.0,,Primavera
s6950,Movie,Heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Jason Lee, Gene Hackman, Ray Liotta","US, GB",2019-12-31,2001,12,"Comedies, Romantic Movies",2001-03-23,124.0,,Outono
s6951,Movie,Heartthrob,Chris Sivertson,"Aubrey Shea, Keir Gilchrist, Peter Facinelli, Jimmy Bennett, Ione Skye",US,2018-01-01,2017,18,Thrillers,2017-10-10,87.0,,Primavera
s6952,TV Show,Heavy Rescue: 401,Não Informado,Não Informado,CA,2018-06-22,2018,18,"International TV Shows, Reality TV",2017-01-03,,2.0,Verão
s6953,Movie,Hedgehogs,Eva Cvijanović,Rade Šerbedžija,"HR, CA",2019-04-01,2016,10,Children & Family Movies,2017-01-14,94.0,,Verão
s6954,TV Show,Helix,Não Informado,"Billy Campbell, Meegwun Fairbrother, Jordan Hayes, Mark Ghanimé, Neil Napier","CA, US",2018-11-10,2015,18,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",2014-01-10,,1.0,Verão
s6955,Movie,Hell and Back,Tom Gianas,"Nick Swardson, T.J. Miller, Mila Kunis, Bob Odenkirk, Susan Sarandon",US,2018-09-06,2015,16,"Action & Adventure, Comedies, Independent Movies",2015-10-02,86.0,,Primavera
s6956,TV Show,Hell on Wheels,Não Informado,Não Informado,Não Informado,,2016,14,"Crime TV Shows, TV Action & Adventure",,,5.0,Não informado
s6957,Movie,Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland",US,2019-01-01,2016,16,"Dramas, Independent Movies",2016-08-11,102.0,,Inverno
s6958,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones, John Hurt, Rupert Evans",US,2018-12-01,2004,12,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",2004-04-02,122.0,,Outono
s6959,Movie,Her,Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Lynn Adrianna, Lisa Renee Pitts, Gabe Gomez",US,2018-07-29,2013,16,"Dramas, Romantic Movies, Sci-Fi & Fantasy",2013-12-18,126.0,,Verão
s6960,Movie,Her Only Choice,Christel Gibson,"Denise Boutte, Timon Kyle Durrett, Vanessa Bell Calloway, Leon, Elise Neal",US,2019-05-02,2018,14,Dramas,2018-10-06,87.0,,Primavera
s6961,Movie,Hera Pheri,Prakash Mehra,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Goga Kapoor, Sulakshana Pandit",IN,2019-12-31,1976,14,"Action & Adventure, Comedies, Dramas",1976-10-01,156.0,,Primavera
s6962,Movie,Here Alone,Rod Blackhurst,"Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West",US,2017-07-01,2016,18,Horror Movies,2016-09-16,97.0,,Primavera
s6963,Movie,Hero,Não Informado,Não Informado,Não Informado,2018-08-01,1997,18,"Action & Adventure, International Movies",,89.0,,Não informado
s6964,TV Show,Herrens veje,Não Informado,"Lars Mikkelsen, Ann Eleonora Jørgensen, Simon Sears, Morten Hee Andersen, Fanny Louise Bernth",DK,2019-06-01,2018,18,"International TV Shows, TV Dramas",2017-09-24,,2.0,Primavera
s6965,Movie,Hickok,Timothy Woodward Jr.,"Luke Hemsworth, Trace Adkins, Bruce Dern, Cameron Richardson, Kaiwi Lyman",US,2020-07-24,2017,18,Action & Adventure,2017-07-07,88.0,,Inverno
s6966,TV Show,Hidden Singer,Não Informado,"Huan Chen, Alec Su, Ning Jing, Xue Zhiqian, Huang Kuo-Lun",CN,2017-05-19,2015,10,"International TV Shows, Korean TV Shows, Reality TV",2016-03-06,,1.0,Outono
s6967,Movie,Hide & Seek,Shawn Arranha,"Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Ayaz Khan, Sameer Kochhar",IN,2018-03-01,2010,14,"Horror Movies, International Movies, Thrillers",2010-01-15,96.0,,Verão
s6968,Movie,Hide and Seek,Elmir Süleymanov,"Müşfiq Şahverdiyev, Ilkin Misgarli, Zarina Gurbanova, Jeyhun Mammadov, Tarlan Nur-Yashar",Não Informado,2017-08-19,2016,14,"International Movies, Thrillers",2016-11-11,104.0,,Primavera
s6969,Movie,Highly Strung,Scott Hicks,Não Informado,Não Informado,2017-02-01,2015,14,"Documentaries, International Movies, Music & Musicals",2016-05-16,80.0,,Outono
s6970,TV Show,Highway Thru Hell,Não Informado,Não Informado,Não Informado,,2016,10,Reality TV,,,3.0,Não informado
s6971,TV Show,Highway to Heaven,Não Informado,Não Informado,Não Informado,,1988,10,TV Dramas,,,5.0,Não informado
s6972,TV Show,Hinterland,Não Informado,"Richard Harrington, Mali Harries, Alex Harries, Hannah Daniel, Aneirin Hughes",GB,2017-08-01,2016,14,"British TV Shows, Crime TV Shows, International TV Shows",2013-10-29,,3.0,Primavera
s6973,Movie,Hiroshima: The Real History,Lucy van Beek,John Sessions,GB,2017-03-31,2015,10,Documentaries,2015-06-06,95.0,,Inverno
s6974,Movie,Hisss,Jennifer Lynch,"Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta, Raman Trikha","IN, US",2017-12-01,2010,18,"Horror Movies, International Movies, Thrillers",2010-10-22,97.0,,Primavera
s6975,TV Show,Historia de un clan,Não Informado,"Alejandro Awada, Nazareno Casero, Cecilia Roth, Chino Darín, Gustavo Garzón",AR,2017-01-13,2015,18,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2015-09-09,,1.0,Primavera
s6976,Movie,History of Joy,Vishnu Govindan,"Vishnu Vinay, Saikumar, S.P. Sreekumar, Joju George, Sunil Sukhada",Não Informado,2018-08-01,2017,14,"Dramas, International Movies",2017-11-24,118.0,,Primavera
s6977,TV Show,History's Greatest Hoaxes,Não Informado,Não Informado,GB,2019-07-12,2016,10,"British TV Shows, Docuseries",2016-10-13,,1.0,Primavera
s6978,Movie,Hitch,Andy Tennant,"Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery",US,2020-01-01,2005,12,"Comedies, Romantic Movies",2005-02-11,118.0,,Verão
s6979,Movie,Hitler's Olympics,Daniel Kontur,Jonathan Kydd,Não Informado,2016-08-01,2016,10,"Documentaries, Sports Movies",2016-07-16,44.0,,Inverno
s6980,Movie,Hitler's Steel Beast,Daniel Ablin,"François Delpla, Clive Lamming",FR,2017-11-01,2017,14,"Documentaries, International Movies",2017-01-20,54.0,,Verão
s6981,Movie,Ho Mann Jahaan,Asim Raza,"Mahira Khan, Adeel Husain, Sheheryar Munawar Siddiqui, Bushra Ansari, Sonya Jehan",PK,2017-07-01,2015,10,"Dramas, International Movies, Romantic Movies",2015-12-31,170.0,,Verão
s6982,TV Show,Hogie the Globehopper,Não Informado,Não Informado,ES,2017-08-01,2016,Livre,Kids' TV,2017-08-17,,1.0,Inverno
s6983,Movie,Hokkabaz,Cem Yılmaz,"Cem Yılmaz, Mazhar Alanson, Özlem Tekin, Tuna Orhan, Tuncer Salman",Turkey,2017-03-10,2006,18,"Comedies, Dramas, International Movies",2006-10-20,118.0,,Primavera
s6984,Movie,Holding the Man,Neil Armfield,"Ryan Corr, Craig Stott, Guy Pearce, Sarah Snook, Anthony LaPaglia",AU,2016-08-01,2015,18,"Dramas, International Movies, LGBTQ Movies",2015-08-27,128.0,,Inverno
s6985,Movie,Holidays,Anthony Scott Burns,"Madeleine Coghlan, Savannah Kennick, Rick Peters, Kate Rachesky, Marilyn Flores",US,2016-07-15,2016,18,"Comedies, Horror Movies",2016-04-22,106.0,,Outono
s6986,Movie,Holy Hell,Ryan LaPlante,"Ryan LaPlante, Alyssa King, Luke LaPlante, Shane Patrick McClurg, Rachel Ann Little",CA,2016-09-01,2016,Não Classificado,Documentaries,2015-08-27,103.0,,Inverno
s6987,Movie,Holy Man 2,Bamrer Phongintakun,"Apisit Opasaimlikit, Suthep Pongam, Bamrer Phongintakun, Chitisan Chaisena, Puang Kaewprasert",TH,2018-07-30,2008,14,"Comedies, Faith & Spirituality, International Movies",2008-10-02,92.0,,Primavera
s6988,Movie,Holy Man 3,Bamrer Phongintakun,"Krissada Sukosol Clapp, Natee Aekwijit, Akaradech Rodvinit, Somjai Sukjai, Bamrer Phongintakun",TH,2018-07-30,2010,18,"Comedies, Faith & Spirituality, International Movies",2010-11-03,102.0,,Primavera
s6989,Movie,Hombanna,Rakshith Thirthahalli,Não Informado,Não Informado,2018-05-01,2017,14,"Dramas, International Movies",2017-07-07,126.0,,Inverno
s6990,Movie,Homeland,Anindya Papai Chatterjee,"Parambrata Chatterjee, David Gragg, Treava, Ani Hovhannisyan, Jonathan Dumontier","FR, IN",2019-10-15,2019,10,"Dramas, Independent Movies, International Movies",2019-07-16,73.0,,Inverno
s6991,Movie,Honey 2,Bille Woodruff,"Kat Graham, Randy Wayne, Seychelle Gabriel, Audrina Patridge, Brittany Perry-Russell",US,2019-10-01,2011,12,"Dramas, Romantic Movies",2011-06-23,111.0,,Inverno
s6992,Movie,Honey: Rise Up and Dance,Bille Woodruff,"Teyana Taylor, Bryshere Y. Gray, Sierra Aylina McClain, Charmin Lee, Joel Rush",US,2018-04-03,2018,12,Dramas,2018-04-03,100.0,,Outono
s6993,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,"Hayden Panettiere, Glenn Close, Patrick Warburton, David Ogden Stiers, Joan Cusack",US,2018-11-03,2011,10,"Children & Family Movies, Comedies",2011-04-29,86.0,,Outono
s6994,Movie,Hope Aur Hum,Sudip Bandyopadhyay,"Beena Banerjee, Aamir Bashir, Neha Chauhan, Sajid Kabir, Naveen Kasturia",IN,2018-09-01,2018,14,"Children & Family Movies, Comedies, Dramas",2018-05-11,95.0,,Outono
s6995,Movie,Hope Springs Eternal,Jack C. Newell,"Mia Rose Frampton, Stony Blyden, Beau Brooks, Juliette Angelo, Beth Lacke",Não Informado,2018-11-08,2018,10,Dramas,2018-08-10,79.0,,Inverno
s6996,Movie,Hope: One in a Billion,Brodje Wemboendja,Gift Ngoepe,US,2019-12-15,2017,14,"Documentaries, International Movies, Sports Movies",2017-01-01,81.0,,Verão
s6997,TV Show,Hormones,Não Informado,Não Informado,TH,2018-06-30,2015,18,"International TV Shows, Romantic TV Shows, TV Dramas",2015-09-13,,3.0,Primavera
s6998,Movie,Horns,Alexandre Aja,"Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson, Kelli Garner",US,2019-08-01,2013,16,"Dramas, Horror Movies, Sci-Fi & Fantasy",2013-09-06,120.0,,Primavera
s6999,TV Show,Horror Homes,Não Informado,Não Informado,Não Informado,2019-10-02,2016,14,"British TV Shows, Docuseries, International TV Shows",2015-04-07,,1.0,Outono
s7000,Movie,Horror Story,Ayush Raina,"Aparnaa Bajpai, Ravish Desai, Karan Kundra, Nandini Vaid, Hassan Zaidi",IN,2019-04-12,2013,14,"Horror Movies, International Movies",2013-09-13,85.0,,Primavera
s7001,Movie,Hostage to the Devil,Marty Stalker,"Malachi Martin, Richard O'Leary, Art Bell, Ralph Sarchie, Robert Marro",US,2017-01-15,2016,14,"Documentaries, International Movies",2016-10-31,96.0,,Primavera
s7002,Movie,Hostages,Rezo Gigineishvili,"Irakli Kvirikadze, Tinatin Dalakishvili, Merab Ninidze, Nadezhda Mikhalkova, Mariya Shalaeva","Poland, Georgia, Russia",2018-01-29,2017,10,"Documentaries, International Movies",2017-04-20,91.0,,Outono
s7003,Movie,Hostiles,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Adam Beach",US,2018-08-15,2017,16,Dramas,2017-12-22,134.0,,Verão
s7004,Movie,Hot Bot,Michael Polish,"Cynthia Kirchner, Doug Haley, Zack Pearlman, Larry Miller, Danny Masterson",US,2016-03-01,2016,Não Classificado,Comedies,2016-03-01,93.0,,Outono
s7005,Movie,Hot Property,Max McGill,"MyAnna Buring, Tom Rhys Harries, Kate Bracken",GB,2017-08-13,2016,18,"Comedies, Independent Movies",2016-06-25,82.0,,Inverno
s7006,Movie,Hot Rod,Akiva Schaffer,"Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride, Isla Fisher",US,2019-11-20,2007,12,"Comedies, Sports Movies",2007-08-03,88.0,,Inverno
s7007,TV Show,Hotel Beau Séjour,Não Informado,"Gene Bervoets, Lennard Corne, Emilie De Roo, Greet Verstraete, Lize Feryn",BE,2017-03-16,2017,14,"Crime TV Shows, International TV Shows, TV Dramas",2017-01-01,,1.0,Verão
s7008,Movie,Hotel Pacific,Janusz Majewski,"Marek Kondrat, Roman Wilhelmi, Roman Skamene, Čestmír Řanda, Michał Pawlicki","Czechoslovakia, Poland",2019-10-01,1975,18,"Classic Movies, Dramas, International Movies",1975-11-27,96.0,,Primavera
s7009,Movie,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kathryn Hahn, Jim Gaffigan",US,2019-01-24,2018,10,"Children & Family Movies, Comedies",2018-06-28,97.0,,Inverno
s7010,Movie,House at the End of the Street,Mark Tonderai,"Jennifer Lawrence, Max Thieriot, Nolan Gerard Funk, Elisabeth Shue, Gil Bellows","US, CA",2020-05-08,2012,12,"Horror Movies, Thrillers",2012-09-21,101.0,,Primavera
s7011,Movie,House of Z,Sandy Chronopoulos,"Paz de la Huerta, Naomi Campbell, Sean Combs, Zac Posen, Karen Elson","CA, US",2018-01-06,2016,14,Documentaries,2016-06-30,88.0,,Inverno
s7012,Movie,"Houston, We Have a Problem!",Žiga Virc,"Slavoj Žižek, Josip Broz Tito, John F. Kennedy, Richard Nixon, Bill Clinton","QA, SI, HR, DE, CZ",2017-07-20,2016,14,"Comedies, Independent Movies, International Movies",2016-05-05,84.0,,Outono
s7013,Movie,How the Beatles Changed the World,Tom O'Dell,"John Lennon, George Harrison, Paul McCartney, Ringo Starr, Thomas Arnold",GB,2018-02-01,2017,10,"Documentaries, Music & Musicals",2017-10-23,110.0,,Primavera
s7014,Movie,How the Grinch Stole Christmas,Ron Howard,"Jim Carrey, Taylor Momsen, Jeffrey Tambor, Christine Baranski, Bill Irwin","US, DE",2017-06-01,2000,10,"Children & Family Movies, Comedies",2000-11-17,105.0,,Primavera
s7015,Movie,How to Be a Latin Lover,Ken Marino,"Eugenio Derbez, Salma Hayek Pinault, Raphael Alejandro, Rob Lowe, Kristen Bell","MX, US",2019-11-01,2017,12,Comedies,2017-03-06,116.0,,Outono
s7016,Movie,How to Be a Player,Lionel C. Martin,"Bill Bellamy, Lark Voorhies, Amber Smith, Natashia Williams, Mari Morrow",US,2019-11-01,1997,16,Comedies,1997-08-06,94.0,,Inverno
s7017,Movie,How to Change the World,Jerry Rothwell,"Robert Hunter, Paul Watson, Rex Weyler, Bobbi Hunter, David Garrick","GB, CA",2016-01-01,2015,Não Classificado,"Documentaries, International Movies",2014-12-12,110.0,,Verão
s7018,TV Show,How to Live Mortgage Free with Sarah Beeny,Não Informado,"Damion Burrows, Sarah Beeny, Max McMurdo",GB,2018-09-15,2018,18,"British TV Shows, International TV Shows, Reality TV",2017-04-19,,1.0,Outono
s7019,Movie,How to Make an American Quilt,Jocelyn Moorhouse,"Winona Ryder, Anne Bancroft, Ellen Burstyn, Kate Nelligan, Jean Simmons",US,2018-04-01,1995,12,"Dramas, Romantic Movies",1995-10-06,116.0,,Primavera
s7020,Movie,How to Win the US Presidency,Cal Seville,"Tony Blair, George H. W. Bush, Laura Bush, Jimmy Carter, Bill Clinton",Não Informado,2016-08-01,2016,10,Documentaries,2016-08-01,51.0,,Inverno
s7021,Movie,Hridaynath,Não Informado,"Urmila Matondkar, Aditya Pancholi, Jackie Shroff",Não Informado,2018-01-01,2012,14,"Dramas, International Movies",2012-01-01,103.0,,Verão
s7022,Movie,Hulk Vs.,Frank Paur,"Fred Tatasciore, Matthew Wolf, Grey DeLisle, Kari Wahlgren, Steve Blum",US,2020-06-01,2009,12,"Action & Adventure, Sci-Fi & Fantasy",2009-01-13,83.0,,Verão
s7023,Movie,Hum Saath-Saath Hain,Sooraj Barjatya,"Mohnish Behl, Salman Khan, Saif Ali Khan, Tabu, Sonali Bendre",IN,2018-01-01,1999,Livre,"Dramas, International Movies, Music & Musicals",1999-11-05,176.0,,Primavera
s7024,Movie,Humko Deewana Kar Gaye,Raj Kanwar,"Akshay Kumar, Katrina Kaif, Anil Kapoor, Bipasha Basu, Bhagyashree",IN,2017-10-22,2006,10,"International Movies, Music & Musicals, Romantic Movies",2006-04-14,149.0,,Outono
s7025,TV Show,Humsafar,Não Informado,"Fawad Khan, Mahira Khan, Naveen Waqar, Atiqa Odho, Behroze Sabzwari",PK,2016-12-15,2011,10,"International TV Shows, Romantic TV Shows, TV Dramas",2011-09-24,,1.0,Primavera
s7026,Movie,Hungerford,Drew Casson,"Georgia Bradley, Sam Carter, Drew Casson, Mark Cusack, James Haslam",GB,2018-06-23,2014,18,"Horror Movies, Independent Movies, International Movies",2014-05-03,79.0,,Outono
s7027,Movie,Hunt to Kill,Keoni Waxman,"Steve Austin, Eric Roberts, Emilie Ullerup, Marie Avgeropoulos, Gil Bellows","CA, US",2020-01-01,2010,16,Action & Adventure,2010-10-11,97.0,,Primavera
s7028,Movie,Hunter's Prayer,Jonathan Mostow,"Sam Worthington, Odeya Rush, Amy Landecker, Dean S. Jagger, Verónica Echegui","DE, ES, GB, US",2019-10-22,2015,16,"Action & Adventure, Independent Movies",2017-06-08,91.0,,Inverno
s7029,TV Show,Hunters of the South Seas,Não Informado,Will Millard,GB,2019-02-01,2015,14,"British TV Shows, Docuseries",2015-04-19,,1.0,Outono
s7030,TV Show,Huntik: Secrets and Seekers,Não Informado,Não Informado,Não Informado,,2011,10,Kids' TV,,,2.0,Não informado
s7031,Movie,Hurricane Bianca,Matt Kugelman,"Bianca Del Rio, Lola Botha, Grayson Thorne Kilpatrick, Willam Belli, D.J. 'Shangela' Pierce",US,2017-01-01,2016,18,"Comedies, Independent Movies, LGBTQ Movies",2016-06-03,85.0,,Inverno
